'subject','predicate','object',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_DASH_Diets','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_DASH_Diets','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_DASH_Diets','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_DASH_Diets','rdfs_range','CardiovascularDiseaseOntology:DASH_Diets',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_DASH_Diets','rdfs_subPropertyOf','CardiovascularDiseaseOntology:follow_Diet',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Intermittent_Fasting','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Intermittent_Fasting','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Intermittent_Fasting','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Intermittent_Fasting','rdfs_range','CardiovascularDiseaseOntology:Intermittent_Fasting',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Intermittent_Fasting','rdfs_subPropertyOf','CardiovascularDiseaseOntology:followPreventive_Measures',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Mediterranean_Diets','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Mediterranean_Diets','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Mediterranean_Diets','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Mediterranean_Diets','rdfs_range','CardiovascularDiseaseOntology:Mediterranean_Diets',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Mediterranean_Diets','rdfs_subPropertyOf','CardiovascularDiseaseOntology:follow_Diet',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Physical_Activity','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Physical_Activity','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Physical_Activity','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Physical_Activity','rdfs_range','CardiovascularDiseaseOntology:Physical_Activity',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Physical_Activity','rdfs_subPropertyOf','CardiovascularDiseaseOntology:followPreventive_Measures',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Plant-based_Diets','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Plant-based_Diets','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Plant-based_Diets','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Plant-based_Diets','rdfs_range','CardiovascularDiseaseOntology:Plant-based_Diets',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#follow_Plant-based_Diets','rdfs_subPropertyOf','CardiovascularDiseaseOntology:follow_Diet',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasDiastolic_DBP','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasHead_Nurse_Role','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasHead_Nurse_Role','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasHead_Nurse_Role','rdfs_domain','CardiovascularDiseaseOntology:Person_Profile',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasHead_Nurse_Role','rdfs_range','CardiovascularDiseaseOntology:Head_Nurse_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasHead_Nurse_Role','rdfs_subPropertyOf','CardiovascularDiseaseOntology:Medical_Nurse_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasMobile_Number','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasPatient_ID','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#hasSystolic_SBP','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Coronary_Syndrome_Exam','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Coronary_Syndrome_Exam','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Coronary_Syndrome_Exam','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Coronary_Syndrome_Exam','rdfs_range','CardiovascularDiseaseOntology:Acute_Coronary_Syndrome_Exam',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Coronary_Syndrome_Exam','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Physical_Exams',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Heart_Failure','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Heart_Failure','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Heart_Failure','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Heart_Failure','rdfs_range','CardiovascularDiseaseOntology:Acute_Heart_Failure',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Acute_Heart_Failure','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Heart_Failure',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Age','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Age','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Age','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Age','rdfs_range','CardiovascularDiseaseOntology:Age',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Age','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Risk_Factors_Indicators',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Air_Polution','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Air_Polution','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Air_Polution','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Air_Polution','rdfs_range','CardiovascularDiseaseOntology:Air_Polution',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Air_Polution','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Risk_Factors_Indicators',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anemia','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anemia','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anemia','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anemia','rdfs_range','CardiovascularDiseaseOntology:Anemia',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anemia','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Signs_and_Symptoms',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Angina','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Angina','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Angina','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Angina','rdfs_range','CardiovascularDiseaseOntology:Angina',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Angina','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anxiety_Disorders','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anxiety_Disorders','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anxiety_Disorders','rdfs_domain','CardiovascularDiseaseOntology:Signs_and_Symptoms',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anxiety_Disorders','rdfs_range','CardiovascularDiseaseOntology:Anxiety_Disorders',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Anxiety_Disorders','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Physical_Problems',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Aortic_Aneurysms','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Aortic_Aneurysms','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Aortic_Aneurysms','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Aortic_Aneurysms','rdfs_range','CardiovascularDiseaseOntology:Aortic_Aneurysms',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Aortic_Aneurysms','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Arrhythmia','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Arrhythmia','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Arrhythmia','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Arrhythmia','rdfs_range','CardiovascularDiseaseOntology:Arrhythmia',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Arrhythmia','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Back_Pain','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Back_Pain','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Back_Pain','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Back_Pain','rdfs_range','CardiovascularDiseaseOntology:Back_Pain',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Back_Pain','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Signs_and_Symptoms',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Blurred_Vision','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Blurred_Vision','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Blurred_Vision','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Blurred_Vision','rdfs_range','CardiovascularDiseaseOntology:Blurred_Vision',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Blurred_Vision','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Signs_and_Symptoms',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Body_Mass_Index_BMI','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Body_Mass_Index_BMI','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Body_Mass_Index_BMI','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Body_Mass_Index_BMI','rdfs_range','CardiovascularDiseaseOntology:Body_Mass_Index_BMI',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Body_Mass_Index_BMI','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Risk_Factors_Indicators',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Body_Temperature','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Breathing_Rate','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Breathing_Rate','rdfs_comment','Added',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Pulmonary_Angiogram_Exam','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Pulmonary_Angiogram_Exam','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Pulmonary_Angiogram_Exam','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Pulmonary_Angiogram_Exam','rdfs_range','CardiovascularDiseaseOntology:CT_Pulmonary_Angiogram_Exam',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Pulmonary_Angiogram_Exam','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Physical_Exams',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Scanning_Exam','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Scanning_Exam','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Scanning_Exam','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Scanning_Exam','rdfs_range','CardiovascularDiseaseOntology:CT_Scanning_Exam',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_CT_Scanning_Exam','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Physical_Exams',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Dysrythmias','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Dysrythmias','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Dysrythmias','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Dysrythmias','rdfs_range','CardiovascularDiseaseOntology:Cardiac_Dysrythmias',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Dysrythmias','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Tamponande','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Tamponande','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Tamponande','rdfs_domain','CardiovascularDiseaseOntology:Signs_and_Symptoms',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Tamponande','rdfs_range','CardiovascularDiseaseOntology:Cardiac_Tamponande',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiac_Tamponande','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Serious_Causes',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiomyopathy','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiomyopathy','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiomyopathy','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiomyopathy','rdfs_range','CardiovascularDiseaseOntology:Cardiomyopathy',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cardiomyopathy','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Carditis','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Carditis','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Carditis','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Carditis','rdfs_range','CardiovascularDiseaseOntology:Carditis',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Carditis','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cerebrovascular_Disease','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cerebrovascular_Disease','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cerebrovascular_Disease','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cerebrovascular_Disease','rdfs_range','CardiovascularDiseaseOntology:Cerebrovascular_Disease',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cerebrovascular_Disease','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Pain','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Pain','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Pain','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Pain','rdfs_range','CardiovascularDiseaseOntology:Chest_Pain',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Pain','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Signs_and_Symptoms',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Radiograph_Exam','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Radiograph_Exam','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Radiograph_Exam','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Radiograph_Exam','rdfs_range','CardiovascularDiseaseOntology:Chest_Radiograph_Exam',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_Radiograph_Exam','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Physical_Exams',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_X-ray_Exam','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_X-ray_Exam','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_X-ray_Exam','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_X-ray_Exam','rdfs_range','CardiovascularDiseaseOntology:Chest_X-ray_Exam',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chest_X-ray_Exam','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Physical_Exams',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Child_Specialist_Practitioner_Role','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Child_Specialist_Practitioner_Role','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Child_Specialist_Practitioner_Role','rdfs_domain','CardiovascularDiseaseOntology:Person_Profile',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Child_Specialist_Practitioner_Role','rdfs_range','CardiovascularDiseaseOntology:Child_Specialist_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Child_Specialist_Practitioner_Role','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Medical_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Diseases','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Diseases','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Diseases','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Diseases','rdfs_range','CardiovascularDiseaseOntology:Chronic_Disease',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Diseases','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Cardiac_Disease',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Heart_Failure','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Heart_Failure','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Heart_Failure','rdfs_domain','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Heart_Failure','rdfs_range','CardiovascularDiseaseOntology:Chronic_Heart_Failure',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Chronic_Heart_Failure','rdfs_subPropertyOf','CardiovascularDiseaseOntology:has_Heart_Failure',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cogneital_Heart_Diseases_ICD-10_Code','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cogneital_Heart_Diseases_ICD-10_Code','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#has_Cogneital_Heart_Diseases_ICD-10_Code','rdfs_domain','CardiovascularDiseaseOntology:Cardiac_Disease',,,,,
